Name,Access_Source__c,Account_Path__c,Actionability_Score__c,Aggregatable__c,Bucketing_Strategy__c,Business_Concept__c,Canonical_Field_Key__c,Cardinality_Suitability_Score__c,Classification_Basis__c,Cohort_Dimension_Type__c,Cohort_Suitability_Score__c,Cohort_Suitable__c,Controllability_Score__c,Coverage_Pct__c,Direction_Hypothesis__c,Distinct_Count__c,Earliest_Date__c,Eligibility_Status__c,Exclusion_Reason__c,Explainability_Score__c,Field_Label__c,Field_Type__c,Grain__c,Last_Profiled_At__c,Latest_Date__c,Leakage_Risk_Score__c,Measurement_Concepts__c,Metric_Archetypes__c,Observation_Type__c,Origin_System__c,Peer_Group_Utility_Score__c,Populated_Count__c,Predictive_Prior_Score__c,Primary_Source_Role__c,Primary_Theme__c,Profile_Summary__c,Provenance_Role__c,Reference_Evidence__c,Sample_Values__c,Secondary_Themes__c,Source_Confidence_Score__c,Source_Field__c,Source_Object__c,Source_Roles__c,Stability_Prior_Score__c,Windowable__c
Opportunity.Source_Opportunity_ID__c,salesforce,Opportunity.AccountId -> Account.Id,0.05,True,,Source Opportunity ID,salesforce:Opportunity:Source_Opportunity_ID__c,0,Identifier; linkage/context only unless explicitly approved. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,Source Opportunity ID,string,Opportunity,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,historical_recipe_count=15; signal=8; no_signal=7; examples=% opportunity: Existing | % opportunity: New | % not concluded opportunities (forecast) | % opportunity: renew | % opportunities - Bongo Led | % opportunities - Customer Led; recipe_keys=HIST_SFDC_6800C13D43D75F76CA0D;HIST_SFDC_B71D960111ECFDB033E5;HIST_SFDC_3AEF97C80ACEA5D5B36D;HIST_SFDC_B7DE48925C75C565089A;HIST_SFDC_B5D6BE6BA08A7B5CA730;HIST_SFDC_B36A7D486C0A7142A9D8 | historical_prior_average=0.61,,,0.6,Source_Opportunity_ID__c,Opportunity,IDENTIFIER,0,False
Opportunity.Source_Owner_Name__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Owner Name,salesforce:Opportunity:Source_Owner_Name__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PEOPLE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Owner Name,string,Opportunity,,,0.1,PEOPLE_OWNERSHIP,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=1; no_signal=0; examples=# Account Owners; recipe_keys=HIST_SFDC_FDF571892FB39F4BC297 | historical_prior_average=0.75,,,0.9,Source_Owner_Name__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Owner_Role__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Owner Role,salesforce:Opportunity:Source_Owner_Role__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PEOPLE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Owner Role,string,Opportunity,,,0.1,PEOPLE_ROLE;PEOPLE_OWNERSHIP,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,historical_recipe_count=2; signal=1; no_signal=1; examples=# designated owners | opportunity owner cohort; recipe_keys=HIST_SFDC_3C6E4321D414F091323F;HIST_SFDC_3FA8520525E1FE1C519C | historical_prior_average=0.6,,,0.9,Source_Owner_Role__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Probability__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Probability,salesforce:Opportunity:Source_Probability__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Probability,double,Opportunity,,,0.1,VALUE_RENEWAL;VALUE_COMMERCIAL_GROWTH,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,historical_recipe_count=3; signal=0; no_signal=3; examples=Renewal Probability | opportunity conversion probablity max | opportunity conversion probablity min; recipe_keys=HIST_SFDC_033DAC32F3AC9D7662EA;HIST_SFDC_B1A042C9FD9A029EC108;HIST_SFDC_A45D0A6ADA0CD6BE5B78 | historical_prior_average=0.45,,,0.9,Source_Probability__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Region__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Region,salesforce:Opportunity:Source_Region__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Region,string,Opportunity,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.9,Source_Region__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Renewal_Dollars__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Renewal Dollars,salesforce:Opportunity:Source_Renewal_Dollars__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Renewal Dollars,currency,Opportunity,,,0.1,VALUE_RENEWAL,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.9,Source_Renewal_Dollars__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Renewal_Due__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Renewal Due,salesforce:Opportunity:Source_Renewal_Due__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Renewal Due,currency,Opportunity,,,0.1,VALUE_RENEWAL,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.9,Source_Renewal_Due__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Renewal_Due_Date__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Renewal Due Date,salesforce:Opportunity:Source_Renewal_Due_Date__c,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Renewal Due Date,date,Opportunity,,,0.1,TIME_PREDICTABILITY;VALUE_RENEWAL,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,VALUE,0.9,Source_Renewal_Due_Date__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Segment__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Segment,salesforce:Opportunity:Source_Segment__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Segment,string,Opportunity,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.9,Source_Segment__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Stage__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Stage,salesforce:Opportunity:Source_Stage__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Stage,string,Opportunity,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=7; signal=2; no_signal=5; examples=forecast accuracy | opportunity win rate | # lost opportunities (actual) | # not concluded opportunities (actual) | # opportunities won (actual) | c2 stage cohort; recipe_keys=HIST_SFDC_DD6E2E2027E043946B56;HIST_SFDC_068B766A697D54B0D134;HIST_SFDC_70EE7BE68D21579C518F;HIST_SFDC_643766E7EE2CB52D0B97;HIST_SFDC_8E74D6412C9910DACD1A;HIST_SFDC_0C1E74854CDD8FC02FE7 | historical_prior_average=0.536,,,0.9,Source_Stage__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Sub_Type__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Opportunity Sub-Type,salesforce:Opportunity:Source_Sub_Type__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Opportunity Sub-Type,string,Opportunity,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.9,Source_Sub_Type__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Territory_Manager_Name__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Territory Manager Name,salesforce:Opportunity:Source_Territory_Manager_Name__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PEOPLE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Territory Manager Name,string,Opportunity,,,0.1,PEOPLE_OWNERSHIP;PEOPLE_ROLE;PEOPLE_HANDOFF,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.9,Source_Territory_Manager_Name__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Total_Renewal_Due__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Total Renewal Due,salesforce:Opportunity:Source_Total_Renewal_Due__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Total Renewal Due,currency,Opportunity,,,0.1,VALUE_RENEWAL,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.9,Source_Total_Renewal_Due__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Type__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Opportunity Type,salesforce:Opportunity:Source_Type__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Opportunity Type,string,Opportunity,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=6; signal=3; no_signal=3; examples=% opportunity: Existing | % opportunity: New | % opportunity: renew | # opportunity: other type | % opportunity: other type | renewal cohort; recipe_keys=HIST_SFDC_6800C13D43D75F76CA0D;HIST_SFDC_B71D960111ECFDB033E5;HIST_SFDC_B7DE48925C75C565089A;HIST_SFDC_9DB21C974B3A1FE23ED5;HIST_SFDC_8BC499E74B5C23D03CC0;HIST_SFDC_8F97544B9B8A0B9F7638 | historical_prior_average=0.6,,,0.9,Source_Type__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.StageName,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Stage,salesforce:Opportunity:StageName,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Stage,picklist,Opportunity,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,StageName,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.SystemModstamp,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,System Modstamp,salesforce:Opportunity:SystemModstamp,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,System Modstamp,datetime,Opportunity,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,SystemModstamp,Opportunity,SYSTEM_METADATA,0,True
Opportunity.Territory__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Territory,salesforce:Opportunity:Territory__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Territory,string,Opportunity,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=territory cohort; recipe_keys=HIST_SFDC_6C716CB813FB565DA57D | historical_prior_average=0.45,,,0.8,Territory__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.TotalOpportunityQuantity,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Quantity,salesforce:Opportunity:TotalOpportunityQuantity,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Quantity,double,Opportunity,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,TotalOpportunityQuantity,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Type,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Opportunity Type,salesforce:Opportunity:Type,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Opportunity Type,picklist,Opportunity,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,Type,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Task.AccountId,salesforce,Task.AccountId/WhatId -> Account,0,True,,Account ID,salesforce:Task:AccountId,0,Account/source linkage field; not a feature itself. | final_usage=LINKAGE | final_roles=LINKAGE | recommended_use=JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.1,Account ID,reference,Task,,,0.05,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,LINKAGE,,,SOURCE LINKAGE,,,,0.95,AccountId,Task,LINKAGE,0,True
Task.ActivityDate,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Due Date Only,salesforce:Task:ActivityDate,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Due Date Only,date,Task,,,0.1,PEOPLE_ENGAGEMENT;TIME_RECENCY;TIME_PREDICTABILITY,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,PEOPLE,0.8,ActivityDate,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.CallDisposition,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Call Result,salesforce:Task:CallDisposition,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Call Result,string,Task,,,0.1,PEOPLE_ENGAGEMENT;INFO_COMMUNICATION,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,INFORMATION,0.8,CallDisposition,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.CallDurationInSeconds,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Call Duration,salesforce:Task:CallDurationInSeconds,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,Call Duration,int,Task,,,0.1,PEOPLE_ENGAGEMENT;TIME_DURATION;INFO_COMMUNICATION,DURATION;VARIABILITY;TREND,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,TIME;INFORMATION,0.8,CallDurationInSeconds,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.CallObject,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Call Object Identifier,salesforce:Task:CallObject,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Call Object Identifier,string,Task,,,0.1,PEOPLE_ENGAGEMENT;INFO_COMMUNICATION,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,INFORMATION,0.8,CallObject,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.CallType,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Call Type,salesforce:Task:CallType,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Call Type,picklist,Task,,,0.1,PEOPLE_ENGAGEMENT;INFO_COMMUNICATION,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,INFORMATION,0.8,CallType,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.CompletedDateTime,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Completed Date/Time,salesforce:Task:CompletedDateTime,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Completed Date/Time,datetime,Task,,,0.1,PROCESS_COMPLETION;INFO_COMPLETENESS,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,INFORMATION;TIME,0.8,CompletedDateTime,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.CreatedById,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Created By ID,salesforce:Task:CreatedById,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Created By ID,reference,Task,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,CreatedById,Task,SYSTEM_METADATA,0,True
Task.CreatedDate,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Created Date,salesforce:Task:CreatedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_DATE | final_roles=SYSTEM_METADATA;SYSTEM_DATE | recommended_use=DO_NOT_USE_AS_BUSINESS_TIME,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Created Date,datetime,Task,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,CreatedDate,Task,SYSTEM_DATE,0,True
Task.Description,salesforce,Task.AccountId/WhatId -> Account,0.4,False,,Description,salesforce:Task:Description,0,Operational Account-linked source prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Description,textarea,Task,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Description,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.Id,salesforce,Task.AccountId/WhatId -> Account,0.05,False,,Activity ID,salesforce:Task:Id,0,Identifier; linkage/context only unless explicitly approved. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,Activity ID,id,Task,,,0.2,PEOPLE_ENGAGEMENT,,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,PEOPLE,,IDENTIFIER,,,,0.6,Id,Task,IDENTIFIER,0,False
Task.IsArchived,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Archived,salesforce:Task:IsArchived,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Archived,boolean,Task,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,IsArchived,Task,SYSTEM_METADATA,0,True
Task.IsClosed,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Closed,salesforce:Task:IsClosed,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Closed,boolean,Task,,,0.1,PROCESS_COMPLETION,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,IsClosed,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.IsDeleted,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Deleted,salesforce:Task:IsDeleted,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Deleted,boolean,Task,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,IsDeleted,Task,SYSTEM_METADATA,0,True
Task.IsHighPriority,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,High Priority,salesforce:Task:IsHighPriority,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,High Priority,boolean,Task,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,,,,0.8,IsHighPriority,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.IsRecurrence,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Create Recurring Series of Tasks,salesforce:Task:IsRecurrence,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Create Recurring Series of Tasks,boolean,Task,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,IsRecurrence,Task,SYSTEM_METADATA,0,True
Task.IsReminderSet,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Reminder Set,salesforce:Task:IsReminderSet,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Reminder Set,boolean,Task,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,IsReminderSet,Task,SYSTEM_METADATA,0,True
